355.0000, -45.0000, 305.0000, -99.4713, -90.0000, -71.6116351.7352, -37.2562, 356.1009, -179.5352, -64.0058, 0.6555
353.5000, -46.5000, 303.5000, -110.6748, -90.0000, -68.7821350.5965, -38.7366, 353.8467, -179.5932, -64.5226, 0.6991
352.0000, -48.0000, 302.0000, -99.8436, -90.0000, -82.9610349.4369, -40.2413, 351.6013, -179.6031, -65.0388, 0.6902
350.5000, -49.5000, 300.5000, -91.1140, -90.0000, -91.9167348.2735, -41.7562, 349.3388, -179.6440, -65.5564, 0.7061
349.0000, -51.0000, 299.0000, -100.7559, -90.0000, -82.9882347.1110, -43.2424, 347.0938, -179.6752, -66.0696, 0.7192
347.5000, -52.5000, 297.5000, -108.0802, -90.0000, -71.6311345.9399, -44.7423, 344.8587, -179.7058, -66.5800, 0.7228
346.0000, -54.0000, 296.0000, -97.6977, -90.0000, -78.5897344.7713, -46.2556, 342.6149, -179.7320, -67.0894, 0.7178
344.5000, -55.5000, 294.5000, -96.9869, -90.0000, -86.1869343.5993, -47.7946, 340.3850, -179.7544, -67.5944, 0.7139
343.0000, -57.0000, 293.0000, -106.1951, -90.0000, -81.2831342.4165, -49.3473, 338.1508, -179.7825, -68.0989, 0.7134
341.5000, -58.5000, 291.5000, -98.1982, -90.0000, -85.6407341.2246, -50.8885, 335.9254, -179.8226, -68.6010, 0.7181
340.0000, -60.0000, 290.0000, -102.8791, -90.0000, -71.3403340.0212, -52.3829, 333.6887, -179.9579, -69.1044, 0.8194
338.5000, -61.5000, 288.5000, -107.3990, -90.0000, -72.3704338.8134, -53.8448, 331.4493, -179.8726, -69.6080, 0.7228
337.0000, -63.0000, 287.0000, -92.6759, -90.0000, -89.7977337.6105, -55.3716, 329.2307, 179.8483, -70.1018, 0.9514
335.5000, -64.5000, 285.5000, -93.7241, -90.0000, -83.1490336.3913, -56.9221, 327.0110, 179.7422, -70.5956, 1.0102
334.0000, -66.0000, 284.0000, -95.4061, -90.0000, -79.0027335.1668, -58.4280, 324.8133, 179.7665, -71.0852, 0.9560
332.5000, -67.5000, 282.5000, -90.9451, -90.0000, -89.0319333.9450, -59.9668, 322.6167, 179.6309, -71.5695, 1.0537
331.0000, -69.0000, 281.0000, -102.0927, -90.0000, -86.4853332.7332, -61.5135, 320.4272, 179.4951, -72.0480, 1.1437
329.5000, -70.5000, 279.5000, -103.3963, -90.0000, -73.7269331.5259, -63.0579, 318.2433, 179.5534, -72.5232, 1.0442
